ticker,n_pit,n_iex,P,D,K,V,spread_P,spread_D,seam_step_served,flag
EQIX,10,10,0.995726,0.921785,0.925742,1.0,0.0017,0.0018,0.897959,
EQR,10,10,,,,,,,,no_yahoo_history
EQT,10,10,0.99981,0.942319,0.942498,1.0,0.0009,0.0008,0.948745,
EQWL,10,10,1.000061,0.917539,0.917483,1.0,0.0026,0.0147,0.895543,iex_side_unstable
EQWS,10,0,,,,,,,,no_seam_window
EROTF,10,0,,,,,,,,no_seam_window
ERTH,10,10,1.0,0.956309,0.956309,1.0,0.0009,0.0128,0.955183,iex_side_unstable
ERX,10,10,1.0,0.891783,0.891783,1.0,0.0015,0.0037,0.918041,
ERY,10,10,0.1,0.880902,8.809022,0.1,0.0029,0.004,8.548414,
ES,10,10,0.99211,0.846717,0.853451,1.0,0.0082,0.0004,0.85421,
ESS,10,10,1.0,0.861841,0.861841,1.0,0.0006,0.0011,0.869703,
ESTC,10,10,1.000179,0.999922,0.999743,1.0,0.003,0.0017,0.956107,no_rebase_needed
ET,10,10,1.0,0.72008,0.72008,1.0,0.002,0.0021,0.713788,
ETN,10,10,0.999967,0.94922,0.949252,1.0,0.0004,0.006,0.919594,
ETR,10,10,2.000379,0.86609,0.432963,2.0,0.0007,0.0008,0.431768,
ETRN,10,10,,,,,,,,no_yahoo_history
ETSY,10,10,0.999967,0.999929,0.999962,1.0,0.0013,0.0004,0.907165,no_rebase_needed
EUM,10,10,0.5,0.883424,1.766849,0.5,0.0009,0.0143,1.8152,iex_side_unstable
EVRG,10,10,0.990842,0.84903,0.856878,1.0,0.0014,0.0007,0.856555,
EVX,10,10,4.996062,0.98246,0.196647,5.0,0.0156,0.0092,0.192717,pit_side_unstable
EW,10,10,0.999908,1.000049,1.000141,1.0,0.0005,0.0008,0.98038,no_rebase_needed
EWA,10,10,1.0,0.854397,0.854397,1.0,0.0009,0.001,0.838238,
EWC,10,10,0.999867,0.919635,0.919757,1.0,0.0013,0.0011,0.90849,
EWD,10,10,1.0,0.896749,0.896749,1.0,0.0012,0.0037,0.863544,
EWG,10,10,1.000325,0.905791,0.905498,1.0,0.0011,0.0022,0.868941,
EWH,10,10,1.000438,0.847873,0.847502,1.0,0.0009,0.0014,0.819294,
EWI,10,10,0.999686,0.859394,0.859664,1.0,0.0012,0.0029,0.831798,
EWJ,10,10,0.999921,0.903944,0.904015,1.0,0.0003,0.0011,0.87103,
EWK,10,10,1.0,0.906542,0.906542,1.0,0.003,0.0087,0.868401,
EWL,10,10,1.000208,0.921231,0.92104,1.0,0.0009,0.0021,0.886075,
EWM,10,10,1.0,0.872491,0.872491,1.0,0.0009,0.0027,0.84666,
EWN,10,10,1.000805,0.897229,0.896507,1.0,0.0019,0.0031,0.863436,
EWO,10,10,1.0,0.815281,0.815281,1.0,0.0034,0.0097,0.766457,
EWP,10,10,1.0,0.881355,0.881355,1.0,0.0009,0.0037,0.852228,
EWQ,10,10,0.999864,0.887461,0.887582,1.0,0.0018,0.0025,0.854758,
EWS,10,10,0.999515,0.83709,0.837496,1.0,0.0016,0.0025,0.822859,
EWT,10,10,0.999921,0.688991,0.689045,1.0,0.0018,0.0007,0.654016,
EWU,10,10,1.0,0.856491,0.856491,1.0,0.0015,0.0013,0.838678,
EWV,10,10,0.25,0.904431,3.617723,0.25,0.0096,0.0298,3.769126,iex_side_unstable
EWW,10,10,1.000201,0.873534,0.873359,1.0,0.0009,0.0029,0.837497,
EWX,10,10,1.0,0.893622,0.893622,1.0,0.0028,0.0051,0.873405,
EWY,10,10,1.000344,0.919305,0.918989,1.0,0.0012,0.0015,0.879498,
EWZ,10,10,1.000147,0.733509,0.733401,1.0,0.0013,0.0013,0.70642,
EXC,10,10,1.0,0.865851,0.865851,1.0,0.008,0.0005,0.856853,
EXI,10,10,1.0,0.937551,0.937551,1.0,0.0011,0.0052,0.939241,
EXPD,10,10,1.0,0.953097,0.953097,1.0,0.0009,0.0006,0.956219,
EXPE,10,10,1.0,0.99006,0.99006,1.0,0.0012,0.0005,0.882001,
EXR,10,10,0.999925,0.841696,0.841759,1.0,0.001,0.0081,0.83638,
EZA,10,10,0.999812,0.818922,0.819076,1.0,0.0014,0.0017,0.793412,
EZU,10,10,1.0,0.893616,0.893616,1.0,0.0007,0.0028,0.860003,
F,10,10,1.0,0.759091,0.759091,1.0,0.0017,0.0013,0.71954,
FANG,10,10,0.995757,0.824281,0.827793,1.0,0.0045,0.0005,0.804368,
FAS,10,10,1.000084,0.877466,0.877392,1.0,0.0053,0.0047,0.776371,
FAST,10,10,2.000385,0.90549,0.452658,2.0,0.0002,0.0006,0.454212,
FAZ,10,10,0.1,0.874415,8.744146,0.1,0.004,0.0129,9.72762,iex_side_unstable
FB,10,10,,,,,,,,no_yahoo_history
FBHS,10,10,,,,,,,,no_yahoo_history
FCX,10,10,1.0,0.942275,0.942275,1.0,0.0004,0.0004,0.886147,
FDS,10,10,0.99945,0.959702,0.96023,1.0,0.0022,0.001,0.95909,
FDX,10,10,1.23688,1.139512,0.921279,,0.001,0.0002,0.860493,P_not_canonical
FE,10,10,1.0,0.84882,0.84882,1.0,0.0003,0.0003,0.882463,
FEZ,10,10,0.999887,0.886229,0.886329,1.0,0.0013,0.0037,0.853086,
FFIV,10,10,0.999949,1.000184,1.000235,1.0,0.0012,0.0008,0.972791,no_rebase_needed
FIGS,10,10,1.000305,1.0,0.999695,1.0,0.0008,0.0011,1.008178,no_rebase_needed
FIS,10,10,1.0,0.901803,0.901803,1.0,0.0005,0.0053,0.86383,
FISV,10,10,1.0,0.999841,0.999841,1.0,0.0004,0.0005,0.975231,no_rebase_needed
FITB,10,10,1.0,0.854849,0.854848,1.0,0.0002,0.0007,0.805433,
FIVE,10,10,0.999937,1.000094,1.000156,1.0,0.0011,0.0012,0.970317,no_rebase_needed
FL,10,10,,,,,,,,no_yahoo_history
FLR,10,10,1.0,1.000173,1.000173,1.0,0.001,0.0008,1.127986,no_rebase_needed
FLS,10,10,1.0,0.919045,0.919045,1.0,0.0004,0.0006,0.92749,
FLT,10,10,,,,,,,,no_yahoo_history
FMC,10,10,0.999915,0.872129,0.872203,1.0,0.0007,0.0006,0.855442,
FMCC,10,0,,,,,,,,no_seam_window
FNIO,10,0,,,,,,,,no_seam_window
FNMA,10,0,,,,,,,,no_seam_window
FOX,10,10,0.994439,0.945127,0.950412,1.0,0.0066,0.0011,0.920484,
FOXA,10,10,0.99444,0.949342,0.95465,1.0,0.0059,0.0007,0.925095,
FRC,10,10,,,,,,,,no_yahoo_history
FRT,10,10,1.0,0.840468,0.840468,1.0,0.0007,0.0098,0.812534,
FSLR,10,10,0.99993,1.000063,1.000133,1.0,0.0014,0.0005,1.043569,no_rebase_needed
FSLY,10,10,1.0,1.0,1.0,1.0,0.0001,0.0008,0.973359,no_rebase_needed
FTCH,10,10,,,,,,,,no_yahoo_history
FTI,10,10,1.0,0.980735,0.980735,1.0,0.003,0.0015,1.008529,
FTNT,10,10,5.0,1.000054,0.200011,5.0,0.0011,0.0007,0.173693,
FTV,10,10,1.326687,0.873483,0.658394,1.3333333333333333,0.0011,0.0004,0.62742,
FUBO,10,10,0.083333,0.998659,11.983912,0.08333333333333333,0.0024,0.0017,11.869742,
FXA,10,10,1.0,0.960008,0.960008,1.0,0.0007,0.0048,0.952554,
FXB,10,10,1.0,0.912243,0.912243,1.0,0.0001,0.0047,0.906164,
FXC,10,10,1.0,0.950365,0.950365,1.0,0.0004,0.0028,0.945438,
FXCH,10,0,,,,,,,,no_seam_window
FXE,10,10,1.0,0.95245,0.95245,1.0,0.0001,0.0024,0.947536,
FXF,10,10,1.0,0.999378,0.999378,1.0,0.0001,0.0032,0.990506,no_rebase_needed
FXI,10,10,1.000564,0.910429,0.909916,1.0,0.0018,0.0015,0.875507,
FXP,10,10,0.5,0.871909,1.743818,0.5,0.002,0.0418,1.87069,iex_side_unstable
FXS,10,0,,,,,,,,no_seam_window
FXY,10,10,1.0,1.000252,1.000252,1.0,0.0002,0.0012,0.99204,no_rebase_needed
GAF,10,0,,,,,,,,no_seam_window
GASL,10,0,,,,,,,,no_seam_window
GASX,10,0,,,,,,,,no_seam_window
GAZ,10,10,,,,,,,,no_overlap_with_yahoo
GBBEF,10,0,,,,,,,,no_seam_window
GBF,10,10,0.999109,0.876059,0.87684,1.0,0.0016,0.002,0.866177,
GD,10,10,0.999954,0.919343,0.919386,1.0,0.0003,0.0004,0.926482,
GDDY,10,10,1.0,1.000128,1.000128,1.0,0.0008,0.0006,0.953292,no_rebase_needed
GDRX,10,10,1.0,1.0,1.0,1.0,0.0018,0.0009,0.902194,no_rebase_needed
GDX,10,10,0.999717,0.949478,0.949747,1.0,0.0006,0.0007,0.974248,
GDXJ,10,10,1.00011,0.942232,0.942128,1.0,0.0017,0.0019,0.961592,
GE,10,10,1.605093,0.976584,0.608428,,0.0003,0.0006,0.582597,P_not_canonical
GERJ,10,0,,,,,,,,no_seam_window
GFS,10,10,1.000189,0.999693,0.999504,1.0,0.002,0.0021,0.917133,no_rebase_needed
GH,10,10,1.000152,0.999557,0.999405,1.0,0.0009,0.0019,0.924737,no_rebase_needed
GII,10,10,1.0,0.877313,0.877313,1.0,0.0004,0.0085,0.865549,
GILD,10,10,1.000081,0.861595,0.861525,1.0,0.0007,0.0131,0.833931,iex_side_unstable
GIS,10,10,1.0,0.864816,0.864816,1.0,0.0002,0.0004,0.8591,
GL,10,10,1.000048,0.966752,0.966706,1.0,0.0005,0.0007,0.9375,
GLBR,10,0,,,,,,,,no_seam_window
GLCN,10,10,,,,,,,,no_overlap_with_yahoo
GLD,10,10,1.0,0.999973,0.999974,1.0,0.0003,0.0005,1.01497,no_rebase_needed
GLIN,10,10,0.999863,0.935003,0.935131,1.0,0.0099,0.0084,0.945253,
GLL,10,10,0.25,0.999823,3.999293,0.25,0.0002,0.0052,3.881394,
GLW,10,10,0.999751,0.89748,0.897704,1.0,0.0071,0.0007,0.861334,
GM,10,10,1.0,0.962546,0.962546,1.0,0.0006,0.0005,0.903945,
GME,10,10,4.000507,1.000418,0.250073,4.0,0.0015,0.0011,0.222319,
GMF,10,10,1.0,0.9141,0.9141,1.0,0.0009,0.011,0.885994,iex_side_unstable
GML,10,0,,,,,,,,no_seam_window
GNR,10,10,1.000674,0.859662,0.859083,1.0,0.0019,0.0026,0.854342,
GNRC,10,10,1.000253,1.000016,0.999763,1.0,0.0011,0.0013,0.983117,no_rebase_needed
GOLD,10,10,0.646438,0.674369,1.043207,,0.073,0.0842,1.026848,P_not_canonical;pit_side_unstable;iex_side_unstable
GOOG,10,10,20.001069,0.991863,0.049591,20.0,0.0005,0.0016,0.047474,
GOOGL,10,10,20.001779,0.991317,0.049561,20.0,0.0008,0.001,0.0475,
GOOS,10,10,1.000176,1.0,0.999824,1.0,0.0008,0.0014,0.900374,no_rebase_needed
GPC,10,10,0.992932,0.893965,0.900328,1.0,0.0069,0.0006,0.864865,
GPN,10,10,1.000036,0.960705,0.96067,1.0,0.0008,0.0026,0.918743,
GPRO,10,10,1.0,1.0,1.0,1.0,0.0013,0.0026,0.929612,no_rebase_needed
GPS,10,10,,,,,,,,no_yahoo_history
GRMN,10,10,0.999909,0.913032,0.913115,1.0,0.0004,0.0065,0.894625,
GRPN,10,10,1.0,1.0,1.0,1.0,0.0018,0.0022,0.998825,no_rebase_needed
GRUB,10,5,,,,,,,,no_yahoo_history
GS,10,10,0.994586,0.904494,0.909417,1.0,0.0064,0.0009,0.882794,
GSG,10,10,1.0,1.000461,1.000461,1.0,0.0006,0.0015,1.028465,no_rebase_needed
GSK,10,10,0.999883,1.070251,1.070377,1.0,0.0147,0.0007,1.051522,pit_side_unstable
GSKY,10,10,,,,,,,,no_yahoo_history
GSP,10,10,1.000101,0.999134,0.999033,1.0,0.0038,0.0056,1.03723,no_rebase_needed
GT,10,10,1.0,1.0,1.0,1.0,0.0013,0.0008,0.875834,no_rebase_needed
GTLB,10,10,0.999735,1.0,1.000266,1.0,0.0015,0.0028,0.846652,no_rebase_needed
GUR,10,0,,,,,,,,no_seam_window
GVI,10,10,0.998831,0.888403,0.889443,1.0,0.0013,0.0015,0.881577,
GWW,10,10,0.999725,0.962171,0.962435,1.0,0.0007,0.0019,0.967604,
GWX,10,10,1.0,0.894845,0.894845,1.0,0.0001,0.0026,0.869738,
GXC,10,10,1.0,0.891774,0.891774,1.0,0.0034,0.0028,0.861752,
HAL,10,10,0.996781,0.919633,0.922602,1.0,0.0037,0.0006,0.976761,
HAP,10,10,1.0,0.89103,0.89103,1.0,0.0026,0.0147,0.886192,iex_side_unstable
HAS,10,10,1.0,0.843129,0.843129,1.0,0.0005,0.0008,0.812528,
HBAN,10,10,1.0,0.823828,0.823828,1.0,0.0013,0.01,0.786732,
HBI,10,10,,,,,,,,no_yahoo_history
HCA,10,10,0.999963,0.964989,0.965024,1.0,0.0008,0.0025,0.944604,
HCAT,10,10,1.0,1.0,1.0,1.0,0.0026,0.0014,0.983327,no_rebase_needed
HD,10,10,1.0,0.902517,0.902517,1.0,0.0006,0.0062,0.893775,
HES,10,10,,,,,,,,no_yahoo_history
HFC,10,6,,,,,,,,no_yahoo_history
HIG,10,10,0.997476,0.923749,0.926087,1.0,0.0054,0.0006,0.895138,
HII,10,10,0.999902,0.917266,0.917355,1.0,0.0065,0.0009,0.920108,
HLF,10,10,1.0,0.999574,0.999574,1.0,0.0008,0.0018,0.999434,no_rebase_needed
HLT,10,10,1.000033,0.987022,0.986989,1.0,0.0006,0.001,0.925361,
HNST,10,10,1.0,0.999558,0.999558,1.0,0.0019,0.0042,0.950459,no_rebase_needed
HOG,10,10,0.999358,0.914721,0.915309,1.0,0.0041,0.0009,0.860768,
HOLX,10,10,,,,,,,,no_yahoo_history
HON,10,10,1.011581,0.876227,0.866195,,0.0055,0.0006,0.84177,P_not_canonical
HOOD,10,10,1.000416,1.0,0.999584,1.0,0.0017,0.0027,1.041021,no_rebase_needed
HP,10,10,1.0,0.854144,0.854144,1.0,0.0003,0.0005,0.910438,
HPE,10,10,0.999411,0.892339,0.892865,1.0,0.0014,0.0085,0.849995,
HPQ,10,10,1.0,0.857382,0.857382,1.0,0.0007,0.0063,0.835346,
HRB,10,10,1.0,0.884123,0.884123,1.0,0.0008,0.0012,0.834105,
HRI,10,10,0.999475,0.927217,0.927704,1.0,0.0018,0.0015,0.8558,
HRL,10,10,1.0,0.875177,0.875177,1.0,0.0004,0.0006,0.883257,
HSIC,10,10,0.999825,0.999882,1.000057,1.0,0.0005,0.0007,0.999195,no_rebase_needed
HST,10,10,1.0,0.826862,0.826862,1.0,0.0017,0.0011,0.79381,
HSY,10,10,1.000049,0.903616,0.903571,1.0,0.0001,0.0007,0.905869,
HTZ,10,10,1.0,1.0,1.0,1.0,0.0016,0.002,0.950469,no_rebase_needed
HUM,10,10,1.0,0.956491,0.956491,1.0,0.0007,0.001,0.925642,
HYG,10,10,0.99649,0.794135,0.796932,1.0,0.0038,0.0002,0.787089,
IAI,10,10,1.00005,0.931926,0.931879,1.0,0.0005,0.011,0.897522,iex_side_unstable
IAK,10,10,1.0,0.921633,0.921633,1.0,0.0015,0.0096,0.897297,
IAT,10,10,0.999922,0.869018,0.869086,1.0,0.0009,0.0166,0.834245,iex_side_unstable
IAU,10,10,1.0,1.0002,1.0002,1.0,0.0006,0.0007,1.014836,no_rebase_needed
IBB,10,10,1.0,0.987854,0.987854,1.0,0.0017,0.001,0.971949,
IBKR,10,10,3.995638,0.978338,0.244852,4.0,0.0016,0.0006,0.238125,
IBM,10,10,0.99996,0.858517,0.858551,1.0,0.0006,0.0004,0.854627,
IBND,10,10,0.999697,0.921747,0.922027,1.0,0.0015,0.0038,0.90946,
ICE,10,10,1.0,0.945133,0.945133,1.0,0.0002,0.0032,0.922301,
ICF,10,10,0.999775,0.893214,0.893415,1.0,0.0005,0.0097,0.879426,
ICITF,10,0,,,,,,,,no_seam_window
IDHQ,10,10,1.0,0.891564,0.891564,1.0,0.0022,0.0193,0.880205,iex_side_unstable
IDU,10,10,1.00018,0.901594,0.901432,1.0,0.0015,0.0087,0.902954,
IDV,10,10,1.0,0.768982,0.768982,1.0,0.001,0.0011,0.751046,
IDX,10,10,1.000246,0.87617,0.875954,1.0,0.0026,0.0069,0.865649,
IDXX,10,10,1.000646,0.99997,0.999325,1.0,0.0011,0.0018,0.965053,no_rebase_needed
IEF,10,10,0.999233,0.882082,0.882759,1.0,0.0012,0.0005,0.878839,
IEI,10,10,0.999522,0.897305,0.897734,1.0,0.0006,0.0004,0.894689,
IEO,10,10,1.000251,0.88098,0.880758,1.0,0.0012,0.0042,0.875963,
IEUS,10,10,1.0,0.885486,0.885486,1.0,0.0004,0.007,0.852461,
IEV,10,10,1.000308,0.889635,0.889361,1.0,0.0004,0.0033,0.861333,
IEX,10,10,0.999764,0.948362,0.948586,1.0,0.0008,0.0009,0.929951,
IEZ,10,10,1.0,0.944872,0.944872,1.0,0.0007,0.0055,1.011746,
IFAS,10,0,,,,,,,,no_seam_window
IFEU,10,0,,,,,,,,no_seam_window
IFF,10,10,0.999964,0.889297,0.889329,1.0,0.0005,0.0007,0.835639,
IFGL,10,10,1.0,0.874665,0.874665,1.0,0.003,0.0108,0.863948,iex_side_unstable
IFNA,10,0,,,,,,,,no_seam_window
IGE,10,10,1.000127,0.891907,0.891794,1.0,0.0008,0.0013,0.896007,
IGF,10,10,1.000317,0.881936,0.881657,1.0,0.0018,0.0031,0.869689,
IGM,10,10,6.0,0.98517,0.164195,6.0,0.0008,0.0073,0.157138,
IGN,10,10,1.0,0.996288,0.996288,1.0,0.0003,0.0108,0.967468,iex_side_unstable
IGV,10,10,4.999628,0.99965,0.199945,5.0,0.0012,0.0009,0.19138,
IHE,10,10,2.999999,0.927664,0.309222,3.0,0.0013,0.0053,0.325114,
IHF,10,10,4.999726,0.963013,0.192613,5.0,0.0008,0.0163,0.18839,iex_side_unstable
IHI,10,10,1.0,0.981059,0.981059,1.0,0.0006,0.0009,0.957156,
IJH,10,10,4.999812,0.939274,0.187862,5.0,0.0003,0.001,0.180793,
IJJ,10,10,0.99981,0.923843,0.924019,1.0,0.0012,0.013,0.892579,iex_side_unstable
IJK,10,10,1.000327,0.961184,0.96087,1.0,0.0009,0.0062,0.921557,
IJR,10,10,1.000141,0.936334,0.936201,1.0,0.0006,0.0012,0.915339,
IJS,10,10,0.999851,0.933521,0.93366,1.0,0.001,0.0064,0.915629,
IJT,10,10,1.00028,0.957417,0.957149,1.0,0.0023,0.0027,0.933499,
ILB,10,0,,,,,,,,no_seam_window
ILCB,10,10,1.000584,0.942885,0.942335,1.0,0.0013,0.0198,0.921526,iex_side_unstable
ILCG,10,10,1.000082,0.974215,0.974135,1.0,0.0007,0.0098,0.937979,
ILCV,10,10,1.0,0.912538,0.912538,1.0,0.0016,0.0119,0.893093,iex_side_unstable
ILF,10,10,1.0,0.754608,0.754608,1.0,0.0012,0.001,0.72891,
ILMN,10,10,1.028095,0.998926,0.971628,,0.0012,0.0017,0.951016,P_not_canonical
ILTB,10,10,0.997411,0.833164,0.835327,1.0,0.0028,0.0039,0.822342,
IMCB,10,10,1.0,0.933996,0.933996,1.0,0.0003,0.0144,0.918116,iex_side_unstable
IMCG,10,10,0.999843,0.964469,0.96462,1.0,0.0019,0.0132,0.936668,iex_side_unstable
IMCV,10,10,1.0,0.906663,0.906663,1.0,0.0001,0.0056,0.878209,
INCY,10,10,1.000072,1.000068,0.999996,1.0,0.0005,0.0005,1.007564,no_rebase_needed
INDL,10,10,1.000098,0.939828,0.939736,1.0,0.0037,0.0058,0.878832,
INFO,10,10,,,,,,,,no_yahoo_history
INMD,10,10,1.0,0.999736,0.999736,1.0,0.0021,0.0033,0.918097,no_rebase_needed
INPTF,10,0,,,,,,,,no_seam_window
INSD,10,0,,,,,,,,no_seam_window
INTC,10,10,1.00021,0.934085,0.93389,1.0,0.0006,0.0005,0.92574,
INTU,10,10,1.000011,0.973496,0.973486,1.0,0.0011,0.0014,0.914784,
INY,10,0,,,,,,,,no_seam_window
IOO,10,10,1.000135,0.945457,0.945329,1.0,0.0016,0.0046,0.92108,
IP,10,10,1.0,0.836665,0.836665,1.0,0.0003,0.0003,0.811983,
IPAL,10,0,,,,,,,,no_seam_window
IPD,10,0,,,,,,,,no_seam_window
IPF,10,0,,,,,,,,no_seam_window
IPG,10,10,,,,,,,,no_yahoo_history
IPGP,10,10,0.999922,0.99991,0.999988,1.0,0.0008,0.0013,1.008364,no_rebase_needed
IPK,10,0,,,,,,,,no_seam_window
IPLT,10,0,,,,,,,,no_seam_window
IPN,10,0,,,,,,,,no_seam_window
IPS,10,0,,,,,,,,no_seam_window
IPU,10,0,,,,,,,,no_seam_window
IPW,10,10,,,,,,,,no_overlap_with_yahoo
IQ,10,10,1.0,0.998786,0.998786,1.0,0.0051,0.0112,1.003513,iex_side_unstable;no_rebase_needed
IQV,10,10,1.0,1.000068,1.000068,1.0,0.0012,0.0011,0.955032,no_rebase_needed
IR,10,10,1.0,0.995367,0.995367,1.0,0.0006,0.0007,0.964352,
IRM,10,10,1.0,0.856532,0.856532,1.0,0.0011,0.0132,0.833589,iex_side_unstable
IRV,10,0,,,,,,,,no_seam_window
IRY,10,0,,,,,,,,no_seam_window
ISCB,10,10,,,,,,,,no_overlap_with_yahoo
ISCG,10,10,1.0,0.967306,0.967306,1.0,0.0008,0.0244,0.950691,iex_side_unstable
ISCV,10,10,1.0,0.915588,0.915588,1.0,0.0014,0.0153,0.901952,iex_side_unstable
ISRG,10,10,1.000243,1.000053,0.99981,1.0,0.0014,0.0009,0.967358,no_rebase_needed
IST,10,0,,,,,,,,no_seam_window
IT,10,10,1.000018,1.000121,1.000103,1.0,0.0009,0.0011,0.954938,no_rebase_needed
ITA,10,10,1.0,0.964392,0.964392,1.0,0.001,0.0025,0.944677,
ITB,10,10,1.000078,0.962095,0.96202,1.0,0.0012,0.0022,0.910512,
ITOT,10,10,1.0,0.942013,0.942013,1.0,0.0007,0.0023,0.915092,
ITW,10,10,0.999884,0.909221,0.909327,1.0,0.0009,0.0013,0.886196,
IUSG,10,10,1.000101,0.964298,0.964201,1.0,0.0011,0.0028,0.928197,
IUSV,10,10,1.000202,0.916954,0.916768,1.0,0.0008,0.0089,0.902552,
IVE,10,10,1.0,0.922144,0.922144,1.0,0.0002,0.0008,0.902102,
IVV,10,10,1.000012,0.940501,0.94049,1.0,0.0007,0.0015,0.913345,
IVW,10,10,1.0,0.970549,0.970549,1.0,0.0007,0.0024,0.934932,
IVZ,10,10,1.0,0.832821,0.832821,1.0,0.0,0.0011,0.819173,
IWB,10,10,1.0,0.94645,0.94645,1.0,0.0002,0.0015,0.91766,
IWC,10,10,1.000751,0.951801,0.951087,1.0,0.0023,0.0054,0.939227,
IWD,10,10,1.0,0.919562,0.919562,1.0,0.0002,0.0015,0.898751,
IWF,10,10,4.000226,3.896824,0.974151,4.0,0.0004,0.0015,0.935789,
IWM,10,10,0.99995,0.947319,0.947366,1.0,0.001,0.0012,0.924101,
IWN,10,10,0.999968,0.920907,0.920936,1.0,0.0007,0.0016,0.90265,
IWO,10,10,1.000306,0.970628,0.970331,1.0,0.0014,0.0015,0.942589,
IWP,10,10,1.0,0.978084,0.978084,1.0,0.0006,0.003,0.935797,
IWR,10,10,1.000132,0.941684,0.94156,1.0,0.0004,0.0016,0.909749,
IWS,10,10,1.000043,0.930071,0.930031,1.0,0.0006,0.001,0.902407,
IWV,10,10,0.999898,0.948262,0.948358,1.0,0.0009,0.0017,0.919436,
IXC,10,10,1.0,0.849574,0.849574,1.0,0.001,0.0019,0.862657,
IXG,10,10,1.00025,0.891755,0.891532,1.0,0.0028,0.0045,0.859093,
IXJ,10,10,1.000121,0.946273,0.946158,1.0,0.002,0.0062,0.928877,
IXN,10,10,0.99991,0.972046,0.972134,1.0,0.0016,0.0042,0.938497,
IXP,10,10,1.000138,0.936205,0.936075,1.0,0.0054,0.0173,0.911334,iex_side_unstable
IYC,10,10,1.000272,0.97462,0.974355,1.0,0.0006,0.0166,0.929988,iex_side_unstable
IYE,10,10,1.000125,0.880073,0.879963,1.0,0.0008,0.0014,0.893469,
IYF,10,10,1.000119,0.931733,0.931622,1.0,0.0005,0.0054,0.897172,
IYG,10,10,3.0,0.934227,0.311409,3.0,0.0004,0.0166,0.296431,iex_side_unstable
IYH,10,10,5.000278,0.948854,0.18976,5.0,0.0011,0.0082,0.186573,
IYJ,10,10,1.0,0.95931,0.95931,1.0,0.0005,0.0163,0.930058,iex_side_unstable
IYK,10,10,3.000523,0.898974,0.299606,3.0,0.0014,0.0092,0.293896,
IYM,10,10,1.00015,0.929188,0.929049,1.0,0.0007,0.0158,0.902093,iex_side_unstable
IYR,10,10,1.000441,0.895604,0.895209,1.0,0.0009,0.0007,0.877118,
IYT,10,10,4.000705,0.94874,0.237143,4.0,0.0012,0.0023,0.227245,
IYW,10,10,1.0,0.98653,0.98653,1.0,0.0005,0.0022,0.947338,
IYY,10,10,1.0,0.948922,0.948922,1.0,0.0004,0.0091,0.919579,
IYZ,10,10,1.0,0.90937,0.90937,1.0,0.0007,0.0029,0.89462,
IZRL,10,10,1.0,0.969738,0.969738,1.0,0.0034,0.0085,0.957423,
J,10,10,1.208922,0.923941,0.764268,1.2,0.0027,0.0011,0.733661,
JBHT,10,10,1.000333,0.961896,0.961575,1.0,0.001,0.0009,0.943685,
JBLU,10,10,1.0,1.000348,1.000348,1.0,0.0014,0.0016,0.868381,no_rebase_needed
JCI,10,10,1.0,0.927192,0.927192,1.0,0.0002,0.001,0.888732,
JD,10,10,1.0,0.908988,0.908988,1.0,0.0012,0.0008,0.864148,
JEF,10,10,1.046,0.926426,0.885684,,0.0006,0.001,0.817623,P_not_canonical
JJATF,10,0,,,,,,,,no_seam_window
JJCTF,10,0,,,,,,,,no_seam_window
JJETF,10,0,,,,,,,,no_seam_window
JJGTF,10,0,,,,,,,,no_seam_window
JJMTF,10,0,,,,,,,,no_seam_window
JJNTF,10,0,,,,,,,,no_seam_window
JKHY,10,10,1.0,0.950456,0.950456,1.0,0.0009,0.0011,0.940947,
JMIA,10,10,1.0,1.0,1.0,1.0,0.0014,0.0002,0.971033,no_rebase_needed
JNJ,10,10,1.0,0.890873,0.890873,1.0,0.0006,0.0005,0.905168,
JNK,10,10,0.996192,0.771704,0.774653,1.0,0.0041,0.0004,0.764459,
JNPR,10,10,,,,,,,,no_yahoo_history
JPM,10,10,0.999964,0.901122,0.901155,1.0,0.0009,0.0005,0.867062,
JPP,10,0,,,,,,,,no_seam_window
JPXN,10,10,1.000076,0.909998,0.909929,1.0,0.0117,0.0116,0.865574,pit_side_unstable;iex_side_unstable
JSC,10,0,,,,,,,,no_seam_window
JWN,10,10,,,,,,,,no_yahoo_history
JXI,10,10,1.0,0.883556,0.883556,1.0,0.0043,0.0046,0.888067,
JYNFF,10,0,,,,,,,,no_seam_window
K,10,10,,,,,,,,no_yahoo_history
KBE,10,10,0.999912,0.886965,0.887044,1.0,0.0004,0.001,0.850293,
KBR,10,10,1.0,0.955471,0.955471,1.0,0.0004,0.0027,0.927462,
KCE,10,10,1.0,0.920502,0.920502,1.0,0.0007,0.0067,0.881847,
KD,10,10,1.0,0.999143,0.999143,1.0,0.0013,0.001,0.953665,no_rebase_needed
KDP,10,10,1.0,0.892491,0.892491,1.0,0.0003,0.0007,0.87557,
KEX,10,10,1.0,0.999932,0.999932,1.0,0.0008,0.0009,0.988104,no_rebase_needed
KEY,10,10,0.996276,0.811714,0.814748,1.0,0.008,0.0009,0.773346,
KEYS,10,10,1.000063,0.9999,0.999836,1.0,0.0005,0.0007,0.968155,no_rebase_needed
KHC,10,10,1.0,0.822472,0.822472,1.0,0.0003,0.0112,0.81994,iex_side_unstable
